country,region,plan_name,pub_yr,MPA,MPA_designation,climate_considering,climate_robustness_score
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Russian Gulch State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Russian River State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Russian River State Marine Recreational Management Area,State Marine Recreational Management Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Salt Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Samoa State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,San Diego-Scripps Coastal State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,San Dieguito Lagoon State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,San Elijo Lagoon State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,San Miguel Island Special Closure A-1,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Santa Barbara Island State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Saunders Reef State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Scorpion (Santa Cruz Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Sea Lion Cove State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Sea Lion Gulch State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Skunk Point (Santa Rosa Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Soquel Canyon State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,South Cape Mendocino State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,South Humboldt Bay State Marine Recreational Management Area,State Marine Recreational Management Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,South La Jolla State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,South La Jolla State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,South Point (Santa Rosa Island) State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Southeast Farallon Island State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Southeast Farallon Island State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Southeast Farallon Special Closure A,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Southeast Farallon Special Closure B,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Southwest Seal Rock Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Steamboat Rock Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Stewarts Point State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Stewarts Point State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Sugarloaf Island Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Swami's State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Ten Mile Beach State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Ten Mile Estuary State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Ten Mile State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Tijuana River Mouth State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Tijuana Slough National Wildlife Refuge,National Wildlife Refuge,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Upper Newport Bay State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Van Damme State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Vandenberg State Marine Reserve,State Marine Reserve,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,Vizcaino Rock Special Closure,Special Closure,yes,8
United States,USA,California Marine Life Protection Act Master Plan for Marine Protected Areas,2015,White Rock (Cambria) State Marine Conservation Area,State Marine Conservation Area,yes,8
United States,USA,Camp Helen State Park Unit Management Plan,2014,Camp Helen State Park,State Park,no,NA
United States,USA,Canaveral National Seashore Final General Management Plan / Environmental Impact Statement,2015,Canaveral National Seashore,National Seashore,yes,16
United States,USA,Cape May National Wildlife Refuge Comprehensive Conservation Plan,2004,Cape May National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Cape Romain National Wildlife Refuge Comprehensive Conservation Plan,2010,Cape Romain National Wildlife Refuge,National Wildlife Refuge,yes,15
United States,USA,Cayo Costa State Park Unit Management Plan,2005,Cayo Costa State Park,State Park,no,NA
United States,USA,Cedar Island National Wildlife Refuge Comprehensive Conservation Plan,2006,Cedar Island National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Cedar Key Scrub State Reserve Advisory Group Draft Unit Management Plan,2019,Cedar Key Scrub State Reserve,State Reserve,yes,10
United States,USA,Channel Islands National Marine Sanctuary Final Management Plan / Final Environmental Impact Statement,2009,Channel Islands National Marine Sanctuary,National Marine Sanctuary,yes,17
United States,USA,Channel Islands National Park Final General Management Plan / Wilderness Study / Environmental Impact Statement,2015,Anacapa Island Special Closure (A),Special Closure,yes,13
United States,USA,Channel Islands National Park Final General Management Plan / Wilderness Study / Environmental Impact Statement,2015,Anacapa Island Special Closure (B),Special Closure,yes,13
United States,USA,Channel Islands National Park Final General Management Plan / Wilderness Study / Environmental Impact Statement,2015,Anacapa Island State Marine Conservation Area,State Marine Conservation Area,yes,13
United States,USA,Channel Islands National Park Final General Management Plan / Wilderness Study / Environmental Impact Statement,2015,Anacapa Island State Marine Reserve,State Marine Reserve,yes,13
United States,USA,Channel Islands National Park Final General Management Plan / Wilderness Study / Environmental Impact Statement,2015,Channel Islands National Park,National Park,yes,13
United States,USA,Charlotte Harbor Aquatic Preserves Management Plan,2017,Cape Haze Aquatic Preserve,Aquatic Preserve,yes,12
United States,USA,Charlotte Harbor Aquatic Preserves Management Plan,2017,Gasparilla Sound - Charlotte Harbor Aquatic Preserve,Aquatic Preserve,yes,12
United States,USA,Charlotte Harbor Aquatic Preserves Management Plan,2017,Lemon Bay Aquatic Preserve,Aquatic Preserve,yes,12
United States,USA,Charlotte Harbor Aquatic Preserves Management Plan,2017,Matlacha Pass Aquatic Preserve,Aquatic Preserve,yes,12
United States,USA,Charlotte Harbor Aquatic Preserves Management Plan,2017,Pine Island Sound Aquatic Preserve,Aquatic Preserve,yes,12
United States,USA,Charlotte Harbor Preserve State Park Unit Management Plan,2007,Charlotte Harbor State Park,State Park,no,NA
United States,USA,Chassahowitzka National Wildlife Refuge Comprehensive Conservation Plan,2012,Chassahowitzka National Wildlife Refuge,National Wildlife Refuge,yes,13
United States,USA,Cherry Point Environmental Aquatic Reserve Management Plan,2010,Cherry Point Aquatic Reserve,Aquatic Preserve,yes,16
United States,USA,Chesapeake Bay National Estuarine Research Reserve in Maryland Management Plan,2008,Chesapeake Bay National Estuarine Research Reserve in Maryland,National Estuarine Research Reserve,yes,9
United States,USA,Chesapeake Bay National Estuarine Research Reserve in Virginia Management Plan,2008,Chesapeake Bay National Estuarine Research Reserve in Virginia,National Estuarine Research Reserve,yes,17
United States,USA,Chesapeake Marshlands National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Martin National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Chesapeake Marshlands National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Susquehanna National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Chincoteague and Wallops Island National Wildlife Refuges Comprehensive Conservation Plan,2015,Chincoteague National Wildlife Refuge,National Wildlife Refuge,yes,23
United States,USA,Chincoteague and Wallops Island National Wildlife Refuges Comprehensive Conservation Plan,2015,Wallops Island National Wildlife Refuge,National Wildlife Refuge,yes,23
United States,USA,Coastal Preserves,2008,Bayou La Croix Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Bayou Portage Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Bellefontaine Marsh Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Biloxi River Marshes Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Davis Bayou Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Deer Island Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Escatawpa River Marsh Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Graveline Bay Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Hancock County Marsh Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Coastal Preserves,2008,Jourdan River Coastal Preserve,Coastal Preserve,no,NA
United States,USA,Cockroach Bay Aquatic Preserve Management Plan,2017,Cockroach Bay Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Cockroach Bay Preserve State Park Unit Management Plan,2015,Cockroach Bay State Park,State Park,no,NA
United States,USA,Collier-Seminole State Park Unit Management Plan,2004,Collier-Seminole State Park,State Park,no,NA
United States,USA,Comprehensive Conservation Plan - Occoquan Bay National Wildlife Refuge,1997,Occoquan Bay National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,"Comprehensive Conservation Plan and Environmental Assessment - Pine Island, Matlacha Pass, Island Bay, and Caloosahatchee National Wildlife Refuges",2010,Caloosahatchee National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,"Comprehensive Conservation Plan and Environmental Assessment - Pine Island, Matlacha Pass, Island Bay, and Caloosahatchee National Wildlife Refuges",2010,Island Bay National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,"Comprehensive Conservation Plan and Environmental Assessment - Pine Island, Matlacha Pass, Island Bay, and Caloosahatchee National Wildlife Refuges",2010,Matlacha Pass National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,"Comprehensive Conservation Plan and Environmental Assessment - Pine Island, Matlacha Pass, Island Bay, and Caloosahatchee National Wildlife Refuges",2010,Pine Island National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,Cordell Bank National Marine Sanctuary Final Management Plan,2014,Cordell Bank National Marine Sanctuary,National Marine Sanctuary,no,NA
United States,USA,Coupon Bight Aquatic Preserve Management Plan,1992,Coupon Bight Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Crocodile Lake National Wildlife Refuge Comprehensive Conservation Plan,2006,Crocodile Lake National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Crystal River Archaeological State Park Unit Management Plan,2008,Crystal River Archaeological State Park,Archaeological State Park,no,NA
United States,USA,Crystal River Preserve State Park Unit Management Plan,2018,Crystal River Preserve State Park,Preserve State Park,yes,10
United States,USA,Cumberland Island National Seashore General Management Plan,1984,Cumberland Island National Seashore,National Seashore,no,NA
United States,USA,Currituck National Wildlife Refuge Comprehensive Conservation Plan,2008,Currituck National Wildlife Refuge,National Wildlife Refuge,yes,7
United States,USA,Cypress Island Comprehensive Management Plan,2007,Cypress Island Aquatic Reserve,Aquatic Reserve,no,NA
United States,USA,Deer Lake State Park Unit Management Plan,2016,Deer Lake State Park,State Park,no,NA
United States,USA,Delaware National Estuarine Research Reserve Management Plan,2012,Delaware National Estuarine Research Reserve,National Estuarine Research Reserve,yes,16
United States,USA,Delnor-Wiggins Pass State Park Unit Management Plan,2009,Delnor-Wiggins Pass State Park,State Park,yes,6
United States,USA,Delta and Breton National Wildlife Refuges Comprehensive Conservation Plan,2000,Breton National Wildlife Refuge,National Wildlife Refuge,yes,7
United States,USA,Delta and Breton National Wildlife Refuges Comprehensive Conservation Plan,2000,Delta National Wildlife Refuge,National Wildlife Refuge,yes,7
United States,USA,Don Edwards San Francisco Bay National Wildlife Refuge Final Comprehensive Conservation Plan,2012,Don Edwards San Francisco Bay National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,Don Pedro Island State Park Unit Management Plan,2013,Don Pedro Island State Park,State Park,no,NA
United States,USA,Dr. Julian G. Bruce St. George Island State Park Unit Management Plan,2016,Dr. Julian G. Bruce St. George Island State Park,State Park,no,NA
United States,USA,Draft Connecticut Coastal and Estuarine Land Conservation Program Plan,2015,"Connecticut River Estuary and Tidal River Wetlands Complex Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,6
United States,USA,Dry Tortugas National Park Final General Management Plan Amendment / Environmental Impact Statement,2000,Dry Tortugas National Park,National Park,yes,5
United States,USA,Dungeness National Wildlife Refuge Comprehensive Conservation Plan,2013,Dungeness National Wildlife Refuge,National Wildlife Refuge,yes,15
United States,USA,Eastern Shore of Virginia and Fisherman Island National Wildlife Refuges Comprehensive Conservation Plan,2004,Eastern Shore of Virginia National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Eastern Shore of Virginia and Fisherman Island National Wildlife Refuges Comprehensive Conservation Plan,2004,Fisherman Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Ebey's Landing National Historical Reserve Final General Management Plan,2009,Ebey's Landing National Historical Reserve,National Historical Reserve,yes,3
United States,USA,Econfina River State Park Advisory Group Draft Unit Management Plan,2018,Econfina River State Park,State Park,no,NA
United States,USA,Edwin B. Forsythe National Wildlife Refuge Comprehensive Conservation Plan,2004,Edwin B. Forsythe National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Elizabeth Hartwell Mason Neck National Wildlife Refuge and Featherstone National Wildlife Refuge Comprehensive Conservation Plan,2011,Elizabeth Hartwell Mason Neck National Wildlife Refuge,National Wildlife Refuge,yes,13
United States,USA,Elizabeth Hartwell Mason Neck National Wildlife Refuge and Featherstone National Wildlife Refuge Comprehensive Conservation Plan,2011,Featherstone National Wildlife Refuge,National Wildlife Refuge,yes,13
United States,USA,Elkhorn Slough National Estuarine Research Reserve Final Management Plan,2007,Elkhorn Slough National Estuarine Research Reserve,National Estuarine Research Reserve,yes,5
United States,USA,Estero Bay Aquatic Preserve Management Plan,2015,Estero Bay Aquatic Preserve,Aquatic Preserve,yes,7
United States,USA,Estero Bay State Park Unit Management Plan,2004,Estero Bay Preserve State Park,Preserve State Park,no,NA
United States,USA,Everglades National Park Final General Management Plan / East Everglades Wilderness Study / Environmental Impact Statement,2015,Everglades National Park,National Park,yes,17
United States,USA,Everglades National Park Final General Management Plan / East Everglades Wilderness Study / Environmental Impact Statement,2015,"Everglades Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,17
United States,USA,Fagatele Bay National Marine Sanctuary Management Plan and Environmental Impact Statement,2012,Fagatele Bay National Marine Sanctuary,National Marine Sanctuary,yes,17
United States,USA,Fakahatchee Strand Preserve State Park Unit Management Plan,2014,Fakahatchee Strand Preserve State Park,Preserve State Park,no,NA
United States,USA,Farallon National Wildlife Refuge Final Comprehensive Conservation Plan and Environmental Assessment,2009,Farallon National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Faver-Dykes State Park Unit Management Plan,2017,Faver-Dykes State Park,State Park,no,NA
United States,USA,Fidalgo Bay Aquatic Reserve Management Plan,2019,Fidalgo Bay Aquatic Reserve,Aquatic Reserve,yes,16
United States,USA,Final General Management Plan / Environmental Impact Statement - Biscayne National Park,2015,Biscayne National Park,National Park,yes,18
United States,USA,Final General Management Plan / Environmental Impact Statement - Isle Royale National Park,1998,Isle Royale National Park,National Park,no,NA
United States,USA,Final General Management Plan for Cape Krusenstern National Monument,1985,Cape Krusenstern National Monument,National Monument,no,NA
United States,USA,Fire Island National Seashore Draft General Management Plan / Environmental Impact Statement,2015,Fire Island National Seashore,National Seashore,yes,21
United States,USA,Florida Keys National Marine Sanctuary Final Management Plan / Environmental Impact Statement,1996,Florida Keys National Marine Sanctuary,National Marine Sanctuary,yes,11
United States,USA,Flower Garden Banks National Marine Sanctuary Final Management Plan,2012,Flower Garden Banks National Marine Sanctuary,National Marine Sanctuary,yes,5
United States,USA,Fort Clinch State Park Unit Management Plan,2017,Fort Clinch State Park,State Park,no,NA
United States,USA,Fort George Island Cultural State Park Unit Management Plan,2008,Fort George Island Cultural State Park,Cultural State Park,yes,NA
United States,USA,Fort Pickens Aquatic Preserve Management Plan,2019,Fort Pickens Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Fort Pierce Inlet State Park Unit Management Plan,2006,Fort Pierce Inlet State Park,State Park,no,NA
United States,USA,Fort Zachary Taylor Historic State Park Unit Management Plan,2008,Fort Zachary Taylor Historic State Park,Historic State Park,no,NA
United States,USA,Fred Gannon Rocky Bayou State Park Unit Management Plan,2018,Fred Gannon Rocky Bayou State Park,State Park,no,NA
United States,USA,Gamble Rogers Memorial State Recreation Area at Flagler Beach Acquisition and Restoration Council Draft Unit Management Plan,2018,Gamble Rogers Memorial State Recreation Area,State Recreation Area,no,NA
United States,USA,Gasparilla Island State Park Unit Management Plan,2014,Gasparilla Island State Park,State Park,no,NA
United States,USA,Gateway National Recreation Area Final General Management Plan / Environmental Impact Statement,2014,Gateway National Recreation Area,National Recreation Area,yes,16
United States,USA,General Management Plan - War In The Pacific National Historical Park,1983,War in the Pacific National Historical Park,National Historical Park,no,NA
United States,USA,General Management Plan / General Plan - Redwood National and State Parks,1999,Del Norte Coast Redwoods State Park,State Park,no,NA
United States,USA,General Management Plan / General Plan - Redwood National and State Parks,1999,Jedidiah Smith Redwoods State Park,State Park,no,NA
United States,USA,General Management Plan / General Plan - Redwood National and State Parks,1999,Prairie Creek Redwoods State Park,State Park,no,NA
United States,USA,General Management Plan / General Plan - Redwood National and State Parks,1999,Redwood National Park,National Park,no,NA
United States,USA,Golden Gate National Recreation Area & Muir Woods National Monument - Final General Management Plan / Environmental Impact Statement,2014,Golden Gate National Recreation Area,National Recreation Area,yes,21
United States,USA,Grand Bay National Estuarine Research Reserve Management Plan,2013,Grand Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,17
United States,USA,Grand Bay National Wildlife Refuge Comprehensive Conservation Plan,2008,Grand Bay National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Gray's Reef National Marine Sanctuary Final Management Plan,2014,Gray's Reef National Marine Sanctuary,National Marine Sanctuary,yes,NA
United States,USA,Grays Harbor National Wildlife Refuge and the Black River Unit of Billy Frank Jr. Nisqually National Wildlife Refuge Draft Comprehensive Conservation Plan and Environmental Assessment,2015,Grays Harbor National Wildlife Refuge,National Wildlife Refuge,yes,14
United States,USA,Grayton Beach State Park Unit Management Plan,2013,Grayton Beach State Park,State Park,no,NA
United States,USA,Great Bay National Estuarine Research Reserve Management Plan,2006,Great Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,11
United States,USA,Great Bay National Wildlife Refuge and Karner Blue Butterfly Conservation Easement Comprehensive Conservation Plan,2012,Great Bay National Wildlife Refuge,National Wildlife Refuge,yes,18
United States,USA,Guam National Wildlife Refuge Comprehensive Conservation Plan,2009,Guam National Wildlife Refuge,National Wildlife Refuge,yes,14
United States,USA,Guana River Marsh Aquatic Preserve Management Plan,1991,Guana River Marsh Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Guana Tolomato Matanzas National Estuarine Research Reserve Management Plan,2009,Guana Tolomato Matanzas National Estuarine Research Reserve,National Estuarine Research Reserve,yes,13
United States,USA,Gulf Islands National Seashore Final General Management Plan / Environmental Impact Statement,2014,Gulf Islands National Seashore,National Seashore,yes,17
United States,USA,Gulf of the Farallones National Marine Sanctuary Final Management Plan,2014,Gulf of the Farallones National Marine Sanctuary,National Marine Sanctuary,yes,14
United States,USA,Hawaiian Islands Humpback Whale National Marine Sanctuary Draft Management Plan and Draft Environmental Impact Statement,2015,Hawaiian Islands Humpback Whale National Marine Sanctuary,National Marine Sanctuary,yes,16
United States,USA,Honeymoon Island State Park Unit Management Plan,2007,Honeymoon Island State Park,State Park,yes,NA
United States,USA,Horseneck Planning Unit (Including Horseneck Beach State Reservation and Demarest Lloyd Memorial State Park) Resource Management Plan,2012,Horseneck Beach State Reservation,State Reservation,yes,NA
United States,USA,Howland Island National Wildlife Refuge Comprehensive Conservation Plan,2007,Howland Island National Wildlife Refuge,National Wildlife Refuge,yes,12
United States,USA,Hudson River National Estuarine Research Reserve Management Plan,2019,Hudson River National Estuarine Research Reserve,National Estuarine Research Reserve,yes,14
United States,USA,Hugh Taylor Birch State Park Unit Management Plan,2006,Hugh Taylor Birch State Park,State Park,no,NA
United States,USA,Indian Key Historic State Park Unit Management Plan,2012,Indian Key Historic State Park,State Park,no,NA
United States,USA,Indian River Lagoon Aquatic Preserves System Management Plan,2016,Banana River Aquatic Preserve,Aquatic Preserve,yes,14
United States,USA,Indian River Lagoon Aquatic Preserves System Management Plan,2016,Indian River-Malabar to Vero Beach Aquatic Preserve,Aquatic Preserve,yes,14
United States,USA,Indian River Lagoon Aquatic Preserves System Management Plan,2016,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Aquatic Preserve,yes,14
United States,USA,Indian River Lagoon Aquatic Preserves System Management Plan,2016,Jensen Beach to Jupiter Inlet Aquatic Preserve,Aquatic Preserve,yes,14
United States,USA,Indian River Lagoon Preserve State Park Unit Management Plan,2015,Indian River Lagoon Preserve State Park,Preserve State Park,no,NA
United States,USA,Izembek State Game Refuge Management Plan,2010,"Izembek Lagoon National Wildlife Refuge Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,5
United States,USA,Izembek State Game Refuge Management Plan,2010,Izembek State Game Refuge,State Game Refuge,yes,5
United States,USA,"J.N. ""Ding"" Darling National Wildlife Refuge Comprehensive Conservation Plan",2010,"J.N. ""Ding"" Darling National Wildlife Refuge",National Wildlife Refuge,yes,20
United States,USA,Jacques Cousteau National Estuarine Research Reserve Management Plan,2009,Jacques Cousteau National Estuarine Research Reserve,National Estuarine Research Reserve,yes,14
United States,USA,Jarvis Island National Wildlife Refuge Comprehensive Conservation Plan,2007,Jarvis Island National Wildlife Refuge,National Wildlife Refuge,yes,13
United States,USA,John D. MacArthur Beach State Park Unit Management Plan,2005,John D. MacArthur Beach State Park,State Park,no,NA
United States,USA,John H. Chafee National Wildlife Refuge Comprehensive Conservation Plan,2002,John H. Chafee National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,John Pennekamp Coral Reef State Park Advisory Group Draft Unit Management Plan,2018,John Pennekamp Coral Reef State Park,State Park,no,NA
United States,USA,John U. Lloyd Beach State Park Unit Management Plan,2012,John U. Lloyd Beach State Park,State Park,yes,7
United States,USA,Jonathan Dickinson State Park Unit Management Plan,2012,Jonathan Dickinson State Park,State Park,no,NA
United States,USA,Kaho'olawe Island Reserve Conservation Action Plan,2014,Kaho'olawe Island Reserve,Reserve,yes,13
United States,USA,Koreshan State Historic Site Unit Management Plan,2003,Koreshan State Historic Site,State Historic Site,no,NA
United States,USA,Laguna Atascosa National Wildlife Refuge Comprehensive Conservation Plan,2003,Laguna Atascosa National Wildlife Refuge,National Wildlife Refuge,yes,NA
United States,USA,Lewis and Clark National Wildlife Refuge and Julia Butler Hansen Refuge for the Columbian White-tailed Deer Comprehensive Conservation Plan and Environmental Impact Statement,2010,Lewis And Clark National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Lignumvitae Key Aquatic Preserve Management Plan,1991,Lignumvitae Key Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Lignumvitae Key Botanical State Park Unit Management Plan,2012,Lignumvitae Key Botanical State Park,State Park,no,NA
United States,USA,Long Island National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Conscience Point National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Long Island National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Oyster Bay National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Long Island National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Seatuck National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Long Island National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Target Rock National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Long Island National Wildlife Refuge Complex Comprehensive Conservation Plan,2006,Wertheim National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Long Key State Park Unit Management Plan,2016,Long Key State Park,State Park,no,NA
United States,USA,Lovers Key State Park Unit Management Plan,2005,Lovers Key State Park,State Park,no,NA
United States,USA,Lower Florida Keys National Wildlife Refuges Comprehensive Conservation Plan,2009,Great White Heron National Wildlife Refuge,National Wildlife Refuge,yes,11
United States,USA,Lower Florida Keys National Wildlife Refuges Comprehensive Conservation Plan,2009,Key West National Wildlife Refuge,National Wildlife Refuge,yes,11
United States,USA,Lower Florida Keys National Wildlife Refuges Comprehensive Conservation Plan,2009,National Key Deer Refuge,Deer Refuge,yes,11
United States,USA,Lower Rio Grande Valley and Santa Ana National Wildlife Refuges Comprehensive Conservation Plan,1997,Lower Rio Grande Valley National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Lower Suwannee & Cedar Keys National Wildlife Refuges Comprehensive Conservation Plans,2000,Cedar Keys National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Lower Suwannee & Cedar Keys National Wildlife Refuges Comprehensive Conservation Plans,2000,Lower Suwannee National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Loxahatchee River - Lake Worth Creek Aquatic Preserve Management Plan,2018,Loxahatchee River - Lake Worth Creek Aquatic Preserve,Aquatic Preserve,yes,NA
United States,USA,Mackay Island National Wildlife Refuge Comprehensive Conservation Plan,2008,Mackay Island National Wildlife Refuge,National Wildlife Refuge,yes,7
United States,USA,Madira Bickel Mound State Archaeological Site Unit Management Plan,2015,Madira Bickel Mound State Archaeological Site,State Archaeological Site,no,NA
United States,USA,Maine Coastal Islands National Wildlife Refuge Final Comprehensive Conservation Plan,2005,Franklin Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Maine Coastal Islands National Wildlife Refuge Final Comprehensive Conservation Plan,2005,Petit Manan National Wildlife Refuge,National Wildlife Refuge,no,NA
