country,region,plan_name,pub_yr,MPA,MPA_designation,climate_considering,climate_robustness_score
United Kingdom,UK,Deben Estuary European Marine Site: English Nature Advice Given Under Regulation 33(2) of the Conservation Regulations,2001,Deben Estuary Special Protection Area,Special Protection Area,yes,7
United Kingdom,UK,"Dornoch Firth and Morrich More 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Dornoch Firth and Loch Fleet Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Dornoch Firth and Morrich More 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Dornoch Firth and Morrich More Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Duddon Estuary European Marine Site: English Nature's Advice Given Under Regulation 33(2),2001,"Duddon Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,6
United Kingdom,UK,Duddon Estuary European Marine Site: English Nature's Advice Given Under Regulation 33(2),2001,Duddon Estuary Special Area of Conservation,Special Area of Conservation,yes,6
United Kingdom,UK,Duddon Estuary European Marine Site: English Nature's Advice Given Under Regulation 33(2),2001,Duddon Estuary Special Protection Area,Special Protection Area,yes,6
United Kingdom,UK,Eileanan agus Sgeiran Lios mor Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,Eileanan agus Sgeiran Lios mor Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Essex Estuaries European Marine Site: English Nature Advice Given Under Regulation 33(2) of the Conservation Regulations,2000,"Colne Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,13
United Kingdom,UK,Essex Estuaries European Marine Site: English Nature Advice Given Under Regulation 33(2) of the Conservation Regulations,2000,Colne Estuary Special Protection Area,Special Protection Area,yes,13
United Kingdom,UK,Fal & Helford Special Area of Conservation Management Scheme,2005,Fal and Helford Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Faray & Holm of Faray 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Faray and Holm of Faray Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Farnes East Marine Conservation Zone: Conservation Advice from the Joint Nature Conservation Committee,2019,Farnes East Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,Firth of Lorn Marine Special Area of Conservation Management Plan,2003,Firth of Lorn Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Firth of Tay & Eden Estuary Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,"Firth of Tay and Eden Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Firth of Tay & Eden Estuary Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,Firth of Tay and Eden Estuary Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Isles of Scilly
 Area of Outstanding Natural Beauty 
Management Plan",2015,Isles of Scilly Marine Conservation Zone,Marine Conservation Zone,yes,NA
United Kingdom,UK,"Isles of Scilly
 Area of Outstanding Natural Beauty 
Management Plan",2015,"Isles of Scilly Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,NA
United Kingdom,UK,"Isles of Scilly
 Area of Outstanding Natural Beauty 
Management Plan",2015,Isles of Scilly Special Area of Conservation,Special Area of Conservation,yes,NA
United Kingdom,UK,Killough Bay Special Protection Area Conservation Objectives,2015,"Killough Bay Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Killough Bay Special Protection Area Conservation Objectives,2015,Killough Bay Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,Larne Lough Special Protection Area Conservation Objectives,2015,"Larne Lough Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Larne Lough Special Protection Area Conservation Objectives,2015,Larne Lough Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,Les Minquiers Ramsar Management Plan,2012,"Les Minquiers Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,NA
United Kingdom,UK,"Liverpool Bay / Bae Lerpwl
 Special Protection Area: Countryside Council for Wales Advice Under Regulation 35(3) of The Conservation of Habitats and Species Regulations",2012,Liverpool Bay / Bae Lerpwl Special Protection Area,Special Protection Area,yes,7
United Kingdom,UK,"Loch Laxford 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Loch Laxford Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Lough Foyle Special Protection Area Conservation Objectives,2015,"Lough Foyle Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Lough Foyle Special Protection Area Conservation Objectives,2015,Lough Foyle Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Luce Bay and Sands 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Luce Bay and Sands Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Lundy Marine
 Management Plan",2017,Lundy Marine Conservation Zone,Marine Conservation Zone,yes,13
United Kingdom,UK,"Lundy Marine
 Management Plan",2017,Lundy Special Area of Conservation,Special Area of Conservation,yes,13
United Kingdom,UK,"Management Plan for Loch Fleet National
 Nature Reserve",2015,Dornoch Firth and Loch Fleet National Nature Reserve,National Nature Reserve,yes,NA
United Kingdom,UK,"Management Plan for Loch Fleet National
 Nature Reserve",2015,"Dornoch Firth and Loch Fleet Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,NA
United Kingdom,UK,"Management Plan for Loch Fleet National
 Nature Reserve",2015,Dornoch Firth and Loch Fleet Special Protection Area,Special Protection Area,yes,NA
United Kingdom,UK,"Management Plan for the 
Isle of May National Nature Reserve",2015,Isle of May National Nature Reserve,National Nature Reserve,yes,NA
United Kingdom,UK,"Management Plan for the 
Isle of May National Nature Reserve",2015,Isle of May Special Area of Conservation,Special Area of Conservation,yes,NA
United Kingdom,UK,"Management Plan for the 
Isle of May National Nature Reserve",2015,Isle of May Special Protection Area,Special Protection Area,yes,NA
United Kingdom,UK,"Management Scheme for
 Loch nam Madadh European Marine Site",2007,Loch nam Madadh Special Area of Conservation,Special Area of Conservation,yes,9
United Kingdom,UK,"Moray Firth 
Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2)",2006,Moray Firth Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Mousa Special Area of Conservation: Scottish Natural Heritage Advice Under Regulation 33(2),2006,Mousa Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Murlough Special Area of Conservation Conservation Objectives,2017,Murlough Special Area of Conservation,Special Area of Conservation,yes,16
United Kingdom,UK,"Natural England and JNCC Conservation Advice for Marine Protected Areas: 
Inner Dowsing, Race Bank and North Ridge Special Area of Conservation",2017,"Inner Dowsing, Race Bank and North Ridge Special Area of Conservation",Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England and JNCC Conservation Advice for Marine Protected Areas: 
South Dorset Marine Conservation Zone",2019,South Dorset Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England and JNCC Conservation Advice for Marine Protected Areas:
 Haisborough, Hammond and Winterton Special Area of Conservation",2017,"Haisborough, Hammond and Winterton Special Area of Conservation",Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England and JNCC Conservation Advice for Marine Protected Areas:
 Outer Thames Estuary Special Protection Area",2019,Outer Thames Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England and JNCC Conservation Advice for Marine Protected Areas:
 West of Walney Marine Conservation Zone",2019,West of Walney Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Area: 
Shell Flat and Lune Deep Special Area of Conservation",2017,Shell Flat and Lune Deep Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Alde, Ore and Butley Estuaries Special Area of Conservation",2017,"Alde, Ore and Butley Estuaries Special Area of Conservation",Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Chesil Beach and The Fleet Special Protection Area",2019,"Chesil Beach and The Fleet Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Chesil Beach and The Fleet Special Protection Area",2019,Chesil Beach and The Fleet Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Runswick Bay Marine Conservation Zone",2019,Runswick Bay Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Solent and Southampton Water Special Protection Area",2019,"Solent and Southampton Water Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Solent and Southampton Water Special Protection Area",2019,Solent and Southampton Water Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Solent Maritime Special Area of Conservation",2017,Solent Maritime Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas
: Studland to Portland Special Area of Conservation",2017,Studland to Portland Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Alde-Ore Estuary Special Protection Area",2019,"Alde-Ore Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Alde-Ore Estuary Special Protection Area",2019,Alde-Ore Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Beachy Head West Marine Conservation Zone",2019,Beachy Head West Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Blackwater Estuary (Mid-Essex Coast Phase 4) Special Protection Area",2017,Blackwater Estuary (Mid-Essex Coast Phase 4) Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Blackwater Estuary (Mid-Essex Coast Phase 4) Special Protection Area",2017,"Blackwater Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Blackwater, Crouch, Roach and Colne Estuaries Marine Conservation Zone",2019,"Blackwater, Crouch, Roach and Colne Estuaries Marine Conservation Zone",Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Chesil Beach and Stennis Ledges Marine Conservation Zone",2019,Chesil Beach and Stennis Ledges Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Crouch and Roach Estuaries (Mid-Essex Coast Phase 3) Special Protection Area",2019,"Crouch and Roach Estuaries (Mid-Essex Coast Phase 3) Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Crouch and Roach Estuaries (Mid-Essex Coast Phase 3) Special Protection Area",2019,Crouch and Roach Estuaries (Mid-Essex Coast Phase 3) Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Cumbria Coast Marine Conservation Zone",2019,Cumbria Coast Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Falmouth Bay to St Austell Bay Special Protection Area",2019,Falmouth Bay to St Austell Bay Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Flamborough Head Special Area of Conservation",2017,Flamborough Head Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Hartland Point to Tintagel Marine Conservation Zone",2019,Hartland Point to Tintagel Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Holderness Inshore Marine Conservation Zone",2019,Holderness Inshore Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Isles of Scilly Complex Special Area of Conservation",2017,Isles of Scilly Complex Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Lands End and Cape Bank Special Area of Conservation",2017,Lands End and Cape Bank Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Lindisfarne Special Protection Area",2019,"Lindisfarne Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Lindisfarne Special Protection Area",2019,Lindisfarne Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Lizard Point Special Area of Conservation",2017,Lizard Point Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Lyme Bay and Torbay Special Area of Conservation",2017,Lyme Bay and Torbay Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Margate and Long Sands Special Area of Conservation",2017,Margate and Long Sands Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Medway Estuary Marine Conservation Zone",2019,Medway Estuary Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Morecambe Bay and Duddon Estuary Special Protection Area",2019,Morecambe Bay and Duddon Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Northumbria Coast Special Protection Area",2019,"Northumbria Coast Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Northumbria Coast Special Protection Area",2019,Northumbria Coast Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Poole Rocks Marine Conservation Zone",2019,Poole Rocks Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Portsmouth Harbour Special Protection Area",2017,"Portsmouth Harbour Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Portsmouth Harbour Special Protection Area",2017,Portsmouth Harbour Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Ribble and Alt Estuaries Special Protection Area",2019,"Ribble and Alt Estuaries Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Ribble and Alt Estuaries Special Protection Area",2019,Ribble and Alt Estuaries Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Skerries Bank and Surrounds Marine Conservation Zone",2019,Skerries Bank and Surrounds Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
South Wight Maritime Special Area of Conservation",2017,South Wight Maritime Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
The Manacles Marine Conservation Zone",2019,The Manacles Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
The Needles Marine Conservation Zone",2019,The Needles Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
The Swale Estuary Marine Conservation Zone",2019,The Swale Estuary Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas: 
Torbay Marine Conservation Zone",2019,Torbay Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,Natural England Conservation Advice for Marine Protected Areas: Farne Islands Special Protection Area,2019,Farne Islands Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,Natural England Conservation Advice for Marine Protected Areas: Orfordness - Shingle Street Special Area of Conservation,2017,Orfordness - Shingle Street Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,Natural England Conservation Advice for Marine Protected Areas: The Swale Special Protection Area,2019,"The Swale Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,Natural England Conservation Advice for Marine Protected Areas: The Swale Special Protection Area,2019,The Swale Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Aln Estuary Marine Conservation Zone",2019,Aln Estuary Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Benacre to Easton Bavents Lagoons Special Area of Conservation",2017,Benacre to Easton Bavents Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Benacre to Easton Bavents Lagoons Special Area of Conservation",2017,Benacre to Easton Bavents Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Benfleet and Southend Marshes Special Protection Area",2019,"Benfleet and Southend Marshes Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Benfleet and Southend Marshes Special Protection Area",2019,Benfleet and Southend Marshes Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Breydon Water Special Protection Area",2019,"Breydon Water Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Breydon Water Special Protection Area",2019,Breydon Water Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Chesil and the Fleet Special Area of Conservation",2017,Chesil and the Fleet Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Chichester and Langstone Harbours Special Protection Area",2017,"Chichester and Langstone Harbours Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Chichester and Langstone Harbours Special Protection Area",2017,Chichester and Langstone Harbours Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Coquet Island Special Protection Area",2019,Coquet Island Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Coquet to St Mary's Marine Conservation Zone",2019,Coquet to St. Mary's Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Cromer Shoal Chalk Beds Marine Conservation Zone",2019,Cromer Shoal Chalk Beds Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Dengie (Mid-Essex Coast Phase 1) Special Protection Area",2019,Dengie (Mid-Essex Coast Phase 1) Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Dengie (Mid-Essex Coast Phase 1) Special Protection Area",2019,"Dengie Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Drigg Coast Special Area of Conservation",2017,Drigg Coast Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Dungeness, Romney Marsh and Rye Bay Special Protection Area",2019,"Dungeness, Romney Marsh and Rye Bay Special Protection Area",Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Essex Estuaries Special Area of Conservation",2017,Essex Estuaries Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Exe Estuary Special Protection Area",2019,"Exe Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Exe Estuary Special Protection Area",2019,Exe Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Folkestone Pomerania Marine Conservation Zone",2019,Folkestone Pomerania Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Foulness (Mid-Essex Coast Phase 5) Special Protection Area",2019,Foulness (Mid-Essex Coast Phase 5) Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Foulness (Mid-Essex Coast Phase 5) Special Protection Area",2019,"Foulness Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Fylde Marine Conservation Zone",2019,Fylde Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Great Yarmouth North Denes Special Protection Area",2019,Great Yarmouth North Denes Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Hamford Water Special Protection Area",2019,"Hamford Water Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Hamford Water Special Protection Area",2019,Hamford Water Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Humber Estuary Special Protection Area",2017,Humber Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Kingmere Marine Conservation Zone",2019,Kingmere Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Medway Estuary and Marshes Special Protection Area",2017,"Medway Estuary and Marshes Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Medway Estuary and Marshes Special Protection Area",2017,Medway Estuary and Marshes Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Mersey Estuary Special Protection Area",2019,"Mersey Estuary Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Mersey Estuary Special Protection Area",2019,Mersey Estuary Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Mersey Narrows and North Wirral Foreshore Special Protection Area",2019,"Mersey Narrows and North Wirral Foreshore Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Mersey Narrows and North Wirral Foreshore Special Protection Area",2019,Mersey Narrows and North Wirral Foreshore Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Morecambe Bay Special Area of Conservation",2017,"Morecambe Bay Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Morecambe Bay Special Area of Conservation",2017,Morecambe Bay Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Mounts Bay Marine Conservation Zone",2019,Mounts Bay Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Newquay and The Gannel Marine Conservation Zone",2019,Newquay and the Gannel Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Northumberland Marine Special Protection Area",2019,Northumberland Marine Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Padstow Bay and Surrounds Marine Conservation Zone",2019,Padstow Bay and Surrounds Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Pagham Harbour Marine Conservation Zone",2019,Pagham Harbour Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Pagham Harbour Marine Conservation Zone",2019,"Pagham Harbour Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Plymouth Sound and Estuaries Special Area of Conservation",2017,Plymouth Sound and Estuaries Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Solent and Isle of Wight Lagoons Special Area of Conservation",2017,Solent And Isle Of Wight Lagoons Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Start Point to Plymouth Sound and Eddystone Special Area of Conservation",2017,Start Point to Plymouth Sound and Eddystone Special Area of Conservation,Special Area of Conservation,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Tamar Estuaries Complex Special Protection Area",2019,Tamar Estuaries Complex Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Tamar Estuaries Sites Marine Conservation Zone",2019,Tamar Estuary Sites Marine Conservation Zone,Marine Conservation Zone,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Teesmouth and Cleveland Coast Special Protection Area",2019,"Teesmouth and Cleveland Coast Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Teesmouth and Cleveland Coast Special Protection Area",2019,Teesmouth and Cleveland Coast Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thames Estuary and Marshes Special Protection Area",2017,"Thames Estuary and Marshes Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thames Estuary and Marshes Special Protection Area",2017,Thames Estuary and Marshes Special Protection Area,Special Protection Area,no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thanet Coast and Sandwich Bay Special Protection Area",2019,"Thanet Coast and Sandwich Bay Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",no,NA
United Kingdom,UK,"Natural England Conservation Advice for Marine Protected Areas:
 Thanet Coast and Sandwich Bay Special Protection Area",2019,Thanet Coast and Sandwich Bay Special Protection Area,Special Protection Area,no,NA
